DDC,Title,description,source
886,The Snowy Day,"A beloved Caldecott Medal-winning children's picture book by Ezra Jack Keats capturing the quiet magic, wonder, and simple joy of a young boy experiencing a snowy city day.",ai
886,Bear Snores On,A cozy and rhythmic children's bedtime book by Karma Wilson describing a hibernating bear sleeping through a lively winter party hosted by his forest friends.,ai
886,Byzantine Armies 886-1118,"A detailed military history study by Ian Heath examining the tactics, armor, organization, and campaigns of the Byzantine Empire's armed forces during a pivotal era.",ai
59,"Paper brigade: Vol 2, 2018/5778","An insightful literary journal publication by the Jewish Book Council featuring contemporary reviews, essays, poetry, and cultural highlights from the Jewish community.",ai
59,Doctor Who and the Stones of Blood,A classic science fiction novelization by Terrance Dicks featuring the Fourth Doctor and K9 as they battle ancient alien artifacts and deadly geological forces on Earth.,ai
59,AniMalcolm,A hilarious and imaginative children's book by David Baddiel about a boy who dislikes animals but magically finds himself transforming into various creatures on a school trip.,ai
59,Paper Brigade: Vol. 1 2017/5777,"The inaugural edition of the Jewish Book Council's annual print magazine offering deep explorations of modern Jewish literature, art, history, and cultural commentary.",ai
59,Modern Selvage Quilting: Easy-Sew Methods • 17 Projects Small to Large,"A creative sewing and quilting guide by Riel Nason that teaches crafters how to repurpose colorful fabric selvages into seventeen unique, stylish home projects.",ai
59,Modern Romance: An Investigation,A witty and sociological exploration of modern dating and courtship culture written by comedian Aziz Ansari in collaboration with sociologist Eric Klinenberg.,ai
59,Tricks With Hats & Eggs,A vintage stage magic instruction book by Professor Hoffmann detailing classic sleight-of-hand routines and illusions involving everyday hats and eggs.,ai
59,Main Street / Babbitt,"A classic omnibus volume containing two major satirical novels by Sinclair Lewis that sharply critique provincial conformity, middle-class hypocrisy, and American materialism.",ai
59,Frontier Stories: The Strong Shall Live / Buckskin Run / War Party,A rugged collection of classic Western short stories and novellas by Louis L'Amour that capture the harsh survival challenges and drama of the American frontier.,ai
59,Chicken Soup for the Soul: Woman to Woman,"An uplifting anthology compiled by Jack Canfield filled with inspiring real-life stories written by and about women navigating friendship, love, resilience, and personal growth.",ai
59,Louis L'Amour: Four Complete Novels- The Tall Stranger / Kilkenny / Hondo / Showdown at Yellow Butte,An action-packed compilation volume containing four complete Western novels by master storyteller Louis L'Amour featuring courageous heroes and lawless frontier landscapes.,ai
59,Harry Potter and the Sorcerer's Stone,"The magical beginning of J.K. Rowling's legendary fantasy series, following a young orphan who discovers he is a wizard and attends Hogwarts School of Witchcraft and Wizardry.",ai
59,I'll Be Seeing You,A gripping suspense thriller by master of mystery Mary Higgins Clark centering on a journalist who uncovers a web of secrets and murder linked to a missing woman.,ai
59,Harry Potter and the Prisoner of Azkaban,The thrilling third installment of J.K. Rowling's fantasy saga as Harry Potter learns the truth about his past while a dangerous escaped convict hunts him down.,ai
59,"Walden; or, Life in the Woods","A transcendentalist masterpiece by Henry David Thoreau that chronicles his simple, self-sufficient lifestyle and philosophical reflections while living in a cabin near Walden Pond.",ai
59,Antique Automobiles,"An informative historical reference book by Anthony Bird that traces the early evolution, mechanical development, and design artistry of vintage motor cars.",ai
59,Roe v. Wade,A clear legal and historical overview by Deborah S. Romaine detailing the landmark Supreme Court case that established constitutional rights regarding abortion access in the United States.,ai
59,German E-boats 1939-45,"A military history study by Gordon Williamson examining the design, operational tactics, and wartime combat deployment of Nazi Germany's fast attack torpedo boats.",ai
59,Vittoria 1813: Wellington Sweeps the French from Spain,A detailed military campaign analysis by Ian Fletcher recounting how the Duke of Wellington decisively routed French forces during the Peninsular War.,ai
59,"German Infantryman (1), 1933–40","An illustrated military history resource by David Westwood exploring the uniforms, equipment, training, and early doctrine of the German soldier before World War II.",ai
59,Quaker Strongholds,"A thoughtful spiritual text by Caroline Emelia Stephen that explains the core beliefs, silent worship practices, and historical foundations of the Religious Society of Friends.",ai
59,Living with Art,"A comprehensive introductory art appreciation textbook by Mark Getlein that explores visual culture, artistic mediums, and historical context across global civilizations.",ai
59,The Lake House,A suspenseful psychological thriller and romance novel by James Patterson that follows a brilliant pediatrician racing against time to find her kidnapped children.,ai
59,"Progress, coexistence, and intellectual freedom","A landmark political essay by Soviet dissident Andrei D. Sakharov that advocated for human rights, nuclear disarmament, and democratic reform during the Cold War.",ai
59,Harry Potter and the Chamber of Secrets,The captivating second book in J.K. Rowling's series where Harry returns to Hogwarts to investigate a mysterious dark force terrorizing the school's students.,ai
59,Bumposaurus,A delightful children's picture book by Penny McKinlay about a clumsy baby dinosaur who feels awkward and out of place until he discovers his unique strengths.,ai
59,The Scourge of God,A historical fiction novel by William Dietrich set during the turbulent decline of the Roman Empire as the terrifying Hun leader Attila marches across Europe.,ai
59,Under the Sweetwater Rim,A classic Western adventure novel by Louis L'Amour that follows a vulnerable wagon train facing relentless perils across the dangerous and unforgiving Wyoming territory.,ai
59,Astra,"A heartwarming romance and inspirational novel by Grace Livingston Hill that explores themes of faith, personal integrity, and unexpected love in a changing world.",ai
59,On Guerrilla Warfare,"A foundational military strategy text translated by Mao Tse-Tung that outlines the tactical principles of irregular warfare, peasant mobilization, and guerrilla combat.",ai
450,The Magic Finger,A brilliant and imaginative children's novel by Roald Dahl about a young girl with a powerful magical finger who teaches cruel hunters a unforgettable lesson.,ai
450,"Sir Lancelot, Where Are You?",A humorous and engaging children's book by Kate McMullan that reimagines Arthurian legend through witty dialogue and fun adventures.,ai
450,The Pilgrim's Progress,"A classic Christian allegorical novel by John Bunyan depicting a journey of spiritual awakening, trials, and faith toward the Celestial City.",ai
450,Double Fudge,"A hilarious children's chapter book by Judy Blume chronicling the chaotic and funny family dynamics surrounding money, obsessions, and little brother Fudge.",ai
450,I Love My Family,"A warm and affirming children's book by Wade Hudson celebrating cultural heritage, unconditional love, and close familial bonds.",ai
450,The Big Blueberry Barf-Off!,"A humorous gross-out children's fiction book by R. L. Stine filled with funny competitions, school chaos, and unexpected laughs.",ai
450,The Usborne First Thousand Words in Italian,A vibrant and educational visual dictionary by Heather Amery designed to help beginners master foundational Italian vocabulary through detailed illustrations.,ai
450,Horrible Harry's Secret,A popular children's chapter book by Suzy Kline following the endearing and mischievous second-grader Harry as he shares a fun classroom secret.,ai
450,Horrible Harry and the Purple People,"A delightful school-themed children's book by Suzy Kline capturing classroom camaraderie, creative projects, and Harry's entertaining antics.",ai
450,Molly's Pilgrim,"A touching historical children's novel by Barbara Cohen exploring immigration, religious tolerance, and cultural identity through a school Thanksgiving project.",ai
450,The Contemporary Christian: Applying God's Word to Today's World,A profound theological work by John R. W. Stott exploring how biblical truth can effectively address modern ethical and cultural challenges.,ai
450,The Christian Life: A Doctrinal Introduction,"A clear and comprehensive theological guide by Sinclair B. Ferguson outlining the foundational doctrines, spiritual disciplines, and practices of Christian living.",ai
450,The Age of Dinosaurs: The Rise and Fall of the World's Most Remarkable Animals,"An engaging and authoritative paleontology book by Stephen L. Brusatte chronicling the evolutionary history, dominance, and extinction of dinosaurs.",ai
450,Tokyo Dreaming,"A charming and witty young adult novel by Emiko Jean following a Japanese-American princess as she navigates modern romance, family obligations, and identity.",ai
450,Tokyo Ever After,A delightful young adult novel by Emiko Jean about a regular high school student who discovers her father is the Crown Prince of Japan.,ai
450,What the Ladybird Heard at the Seaside,"A charming and rhythmic children's picture book by Julia Donaldson featuring clever animals, a fun seaside setting, and a brilliant farmyard plot.",ai
450,Amazing,"A heartwarming and inclusive children's picture book by Steve Antony celebrating friendship, pets, and children with physical disabilities.",ai
450,Supernova,"A high-stakes, action-packed young adult superhero novel by Marissa Meyer exploring justice, morality, chaos, and hidden identities in a futuristic city.",ai
450,Children of Ruin,"A breathtaking science fiction masterwork by Adrian Tchaikovsky exploring space exploration, alien intelligence, and the complex survival of sentient species.",ai
450,Archenemies,"A thrilling dystopian young adult novel by Marissa Meyer delving into corruption, loyalty, and the blurred lines between heroes and villains.",ai
450,Guillaume Tell: Overture [full score],"A majestic orchestral score collection of Gioachino Rossini's legendary opera overture, famous for its dramatic structure and iconic pastoral finale.",ai
450,The Silent Friend,"A gripping psychological suspense thriller by Diane Jeffrey exploring complex domestic secrets, betrayal, and unexpected twists in a quiet community.",ai
450,Any Way the Wind Blows,A witty and emotional contemporary young adult novel by Rainbow Rowell concluding the beloved Simon Snow trilogy with magical adventures and romance.,ai
450,Who's at the Zoo? A What the Ladybird Heard Book,An interactive lift-the-flap children's book by Julia Donaldson combining engaging animal sounds with fun puzzle-solving elements.,ai
450,The Verdict: Decoding India's Elections,"An insightful political analysis book by Prannoy Roy and Dorab R. Sopariwala examining statistical trends, voting behaviors, and historical patterns in Indian democracy.",ai
450,Trading Power,A strategic geopolitical book by Priyam Gandhi-Mody investigating India's evolving economic diplomacy and international trade partnerships on the global stage.,ai
450,Magicians of Mazda,"A fast-paced historical mystery thriller by Ashwin Sanghi blending ancient mythology, religious lore, scientific puzzles, and contemporary conspiracy.",ai
450,Building Alternatives: The Story of India's Oldest Construction Workers' Cooperative,"A detailed socioeconomic history book documenting the resilience, organization, and labor milestones of India's pioneer construction workers' cooperative.",ai
450,Indian Nationalism : The Essential Writings,"A curated historical compilation edited by Irfan Habib exploring the foundational political thoughts, anti-colonial movements, and intellectual evolution of Indian nationalism.",ai
450,"Automobile Quarterly, Volume 49 No. 1","A specialized automotive history publication by Gerry Durnell featuring in-depth features, rare classic cars, engineering marvels, and stunning vintage photography.",ai
586,The Magician's Nephew,"A beloved children's fantasy novel by C. S. Lewis serving as a prequel to The Chronicles of Narnia, chronicling the creation of Narnia and the origins of the wardrobe.",ai
586,Plants That Never Ever Bloom,"A visually engaging and educational science picture book by Ruth Heller exploring non-flowering plants like ferns, mosses, algae, and fungi for young readers.",ai
586,100 Favorite Hymns,"A treasured compilation by Thomas Nelson featuring a rich selection of classic Christian hymns designed for personal devotion, worship, and spiritual reflection.",ai
586,The Man Who Died Twice,"A witty and charming cozy mystery novel by Richard Osman following the Thursday Murder Club as they tackle diamonds, drug money, and murder.",ai
586,The Very First Christians,"An informative historical and religious book by Paul L. Maier detailing the origins, struggles, and expansion of the early Christian church.",ai
586,Robin Hood and his Merry Men,A classic adventure tale recounting the legendary exploits of the heroic outlaw of Sherwood Forest who robbed from the rich and gave to the poor.,ai
586,Boo's adventures at home,"A delightful children's story focusing on playful home escapades, curiosity, and everyday discoveries made by an endearing character.",ai
586,The Lie of You,"A gripping psychological suspense thriller by Jane Lythell exploring complex friendships, betrayal, dark secrets, and high-stakes family drama.",ai
586,Day by Day,"A sacred musical composition and collection by Martin How providing accessible, melodic anthems and liturgical service music for church choirs.",ai
586,Bean and Plant,An instructive and photographic children's science book by Christine Back documenting the fascinating germination process and lifecycle of a bean plant.,ai
586,The Bounds of Reason: Game Theory and the Unification of the Behavioral Sciences,"A rigorous academic book by Herbert Gintis examining how game theory can unify economics, sociology, and the broader behavioral sciences.",ai
586,Archaeology in the U.S.S.R.,"A comprehensive historical and archaeological study by A.L. Mongait exploring ancient civilizations, excavations, and cultural artifacts discovered across the Soviet Union.",ai
586,A Family is Special,"A heartwarming early reader book celebrating diversity in family structures, unconditional love, and the unique bonds shared by different households.",ai
586,Gardner's Art Through the Ages: Renaissance And Modern Art,"A foundational art history textbook by Helen Gardner providing thorough critical analysis of artistic movements, masters, and cultural shifts from the Renaissance onward.",ai
586,Dragon Tales Coloring Book,"A fun and creative fantasy activity book featuring delightful illustrations of friendly dragons, castles, and magical realms for young artists to color.",ai
586,The Oxford Handbook of Biblical Studies,"An exhaustive academic reference volume edited by J. W. Rogerson surveying modern scholarly methodologies, historical backgrounds, and critical interpretations of the Bible.",ai
586,The Art of Racing in the Rain,A poignant and deeply moving novel by Garth Stein told from the perspective of a philosophical dog named Enzo who understands human life through auto racing.,ai
586,"Football Friends, Level 3","An engaging early reader sports book by Jean Marzollo following young friends as they navigate teamwork, school sports, and camaraderie on the football field.",ai
586,The Shack,"A profound spiritual and emotional novel by William P. Young following a grieving father who experiences a miraculous, life-altering encounter with the Holy Trinity.",ai
586,The Epistle of St. Paul to the Romans,A rigorous theological commentary and biblical analysis by E. H. Gifford exploring the deep doctrinal arguments and historical context of Paul's letter.,ai
586,Duck at the Door,A humorous and heartwarming children's picture book by Jackie Urbanovic about a friendly duck who wanders into a warm home and becomes part of the family.,ai
586,The Enigma of Woman: Woman in Freud's Writings,"A sophisticated psychoanalytical critique by Sarah Kofman examining how Sigmund Freud conceptualized femininity, sexuality, and the psychological role of women.",ai
586,Christian Baptism,"A thorough theological study and instructional manual by Alfred P. Gibbs examining the historical practices, scriptural basis, and spiritual significance of Christian baptism.",ai
586,The Johannine Corpus in the Early Church,"A scholarly historical text by Charles E. Hill investigating how the writings attributed to John were received, utilized, and canonicalized in the early Christian church.",ai
586,Abby's Passion,"A compelling contemporary lesbian romance novel by Jackie Calhoun exploring themes of love, career ambitions, emotional vulnerability, and personal growth.",ai
586,Plants Without Seeds,"A specialized children's science book by Helen Challand explaining the unique biology, reproduction, and habitats of non-flowering plants like mosses and ferns.",ai
586,Professional Responsibility: Problems and Materials,"A standard legal casebook by Thomas D. Morgan exploring professional ethics, lawyer conduct, regulatory rules, and moral dilemmas in legal practice.",ai
586,It's Mine,A charming children's storybook featuring Mercer Mayer's beloved Little Critter dealing with the challenges of sharing toys and playing cooperatively.,ai
586,Little Chick's Big Day,A gentle and sweet early reader book by Mary Deball Kwitz capturing the reassuring outdoor adventures and milestones of a young farm chick.,ai
586,"Symphony No. 5 in E Minor, Op. 64","A majestic classical music recording capturing Pyotr Ilyich Tchaikovsky's emotionally charged masterpiece, renowned for its recurring fate motif and brilliant orchestration.",ai
680,Snow Treasure,A gripping historical fiction novel by Marie McSwigan following brave Norwegian children who smuggle millions in gold past Nazi guards on sleds during World War II.,ai
680,The Family Under the Bridge,A heartwarming children's classic by Natalie Savage Carlson about an old Parisian hobo who unexpectedly finds his heart warmed by a displaced family.,ai
680,Charlotte's Web,A beloved children's novel by E. B. White telling the tender story of a clever spider named Charlotte who saves the life of a pig named Wilbur.,ai
680,Mrs. Roopy Is Loopy!,"A hilarious and wacky children's book by Dan Gutman featuring eccentric teachers, school antics, and laugh-out-loud humor from the My Weird School series.",ai
680,Five Little Ducks,A charming and beautifully illustrated picture book version of the classic nursery rhyme following a mother duck and her adventurous little ducklings.,ai
680,Woodworking and Resin Art 4 Books In 1,"A comprehensive guide by Gabriel Andrews covering essential woodworking techniques, beginner-friendly epoxy resin art projects, and comprehensive furniture-making tips.",ai
680,The Call of the Wild,An adapted junior classic edition of Jack London's legendary adventure novel detailing a brave sled dog's survival and reversion to primal instincts in the Yukon.,ai
680,Brown Bears,"An informative early nature book by Lynn M. Stone exploring the natural habitat, diet, behavior, and lifecycle of brown bears in the wild.",ai
680,LEGO - AWESOME VACATIONS,"A creative idea-filled book from The LEGO Group inspiring young builders with vacation-themed brick models, travel builds, and imaginative holiday scenes.",ai
680,lego world adventures,"A fun-filled LEGO building book showcasing global travel scenarios, landmarks, and adventurous vehicles constructed entirely out of colorful plastic bricks.",ai
680,lego amazing animals,An engaging LEGO building guide by Jo Casey offering step-by-step instructions to create an array of fascinating wildlife and pets using bricks.,ai
680,Woodcraft: Master the Art of Green Woodworking with Key Techniques and Inspiring Projects,"A practical masterclass book by Barn The Spoon focusing on traditional green woodworking methods, hand tools, and crafting functional wooden objects.",ai
680,Wood Shop: Handy Skills and Creative Building Projects for Kids,"An instructive and safe hands-on guide by Margaret Larson teaching children basic carpentry skills, tool handling, and fun creative woodworking projects.",ai
680,Lego Make and Keep,"A creative project book by Dorling Kindersley providing practical LEGO building ideas that kids can construct, keep, and use for daily play.",ai
680,Make It Yourself! Collages & Sculptures,A maker-space craft book by Carol Hove teaching young creators how to design unique mixed-media collages and imaginative sculptures using accessible materials.,ai
680,Make It Yourself! Coloring & Doodling,"An engaging creative activity book by Paige V. Polinsky designed to inspire artistic expression, pattern design, and imaginative sketching for kids.",ai
680,Make It Yourself! from Junk to Jewelry,"An upcycling craft book by Carol Hove showing children how to transform ordinary household recycled items into stylish, wearable handmade jewelry pieces.",ai
680,"LEGO ""ONCE UPON A TIME"" Hard Cover","A story-driven LEGO inspiration book featuring fairy tale themes, castle builds, and magical scenarios to spark creative brick building.",ai
680,Make It Yourself! Comics & Graphic Novels,A step-by-step creative guide by Christa Schneider helping young writers and artists construct their own comic strips and graphic novel stories.,ai
680,Make It Yourself! Paper Pop-Up Art,"A creative craft book by Pam Chenevert demonstrating the mechanics of paper engineering, folding techniques, and how to make dynamic 3D pop-up art.",ai
680,Songs of a Wayfarer,"A poignant orchestral song cycle score by Gustav Mahler expressing profound romantic sorrow, wandering melancholy, and deep emotional resonance.",ai
680,Diary of a Minecraft Zombie: One Bad Apple,"A humorous unofficial Minecraft adventure novel by Herobrine Books capturing school life, monster antics, and funny gaming scenarios.",ai
680,Commando 680 ENEMY IN DISGUISE,A thrilling digest-sized British war comic book presenting an action-packed espionage narrative of military deception and undercover operations during wartime.,ai
680,Diary of a Minecraft Zombie: A Scare of A Dare,A funny and fast-paced children's gaming novel by Zack Zombie following a blocky protagonist through school troubles and spooky pixelated adventures.,ai
680,Cooper,A heartwarming middle-grade animal fiction novel by Ellen Miles following a lovable rescue puppy finding his forever home and helping others.,ai
680,Moby Dick,"An adapted classic adventure novel by Herman Melville recounting Captain Ahab's obsessive, perilous quest to hunt down the legendary white whale.",ai
680,Treasure Island,"A classic children's adventure edition of Robert Louis Stevenson's thrilling pirate tale featuring buried gold, mutiny, and young Jim Hawkins.",ai
680,The House of Hades,A fast-paced fantasy adventure novel by Rick Riordan taking demigods Percy Jackson and Annabeth Chase deep into the terrifying depths of the underworld.,ai
680,The Photographer's Handbook,"A comprehensive technical guide covering camera operations, lighting principles, composition techniques, and darkroom or digital editing methods for photographers.",ai
680,Stallion by Starlight,A magical time-travel adventure book by Mary Pope Osborne in the Magic Tree House series taking Jack and Annie back to ancient Greece.,ai
699,Katie's Adventure at Blueberry Pond by Josh McDowell,A wholesome children's story by Josh McDowell that teaches valuable moral lessons and explores the joys of outdoor discovery around a scenic pond.,ai
699,Hyperion by Dan Simmons,"A monumental science fiction masterwork by Dan Simmons weaving a complex, Canterbury Tales-style narrative of seven pilgrims journeying toward a mysterious time-tomb.",ai
699,You Like It Darker: Stories by Stephen King,"A chilling and gripping collection of dark short stories by Stephen King exploring the sinister edges of human nature, fate, and the supernatural.",ai
699,The Seasons in Stained Glass by Sonia Halliday,A visually stunning book by Sonia Halliday capturing the changing seasons of the year through exquisite photographs of historic stained glass windows.,ai
699,Influence Empire: Inside the Story of Tencent and China's Tech Ambition by Lulu Chen,A comprehensive corporate history by Lulu Chen detailing the meteoric rise of Tencent and its profound impact on China's digital economy.,ai
699,Re:Align: A Leadership Blueprint for Overcoming Disruption and Improving Performance by Jonathan Trevor,A strategic business guide by Jonathan Trevor providing a structured blueprint for leaders to adapt their organizations and navigate ongoing market disruptions.,ai
699,Working With Influence: Nine principles of persuasion to accelerate your career by Amanda Nimon-Peters,A practical career guide by Amanda Nimon-Peters outlining nine actionable principles of ethical persuasion to help professionals enhance workplace impact.,ai
699,Stress-Free Productivity by Alice Boyes,"A psychological self-help book by Alice Boyes offering evidence-based strategies to minimize burnout, optimize workflow, and achieve sustainable personal productivity.",ai
699,"Too Big to Jail: Inside HSBC, the Mexican drug cartels and the greatest banking scandal of the century by Chris Blackhurst",An investigative financial thriller by Chris Blackhurst exposing the massive money-laundering scandal involving HSBC and international drug cartels.,ai
699,The Crux: How Leaders Become Strategists by Richard Rumelt,A sharp management book by Richard Rumelt teaching executives how to identify critical organizational challenges and focus their resources for maximum strategic impact.,ai
699,A Brief History of Germany: Indispensable for Travellers (Brief Histories) by Jeremy Black,"A concise historical guide by Jeremy Black charting the complex political, cultural, and social evolution of Germany for travelers and history enthusiasts.",ai
699,Uniquely Human: A Different Way of Seeing Autism - Revised and Expanded by Dr. Barry M. Prizant Ph.D,An empathetic and revolutionary perspective on autism by Dr. Barry M. Prizant focusing on emotional regulation and understanding human behavior.,ai
699,The Sweet Remnants of Summer by Alexander McCall Smith,A charming and witty installment in the No. 1 Ladies' Detective Agency series by Alexander McCall Smith featuring cozy Botswana mysteries.,ai
699,The Science of Stuck: Breaking Through Inertia to Find Your Path Forward by Britt Frank,"A psychological self-help book by Britt Frank providing practical therapeutic tools to overcome mental inertia, emotional blocks, and personal stagnation.",ai
699,Love That Story: Observations from a Gorgeously Queer Life by Jonathan Van Ness,"A joyful and uplifting memoir-essay collection by Jonathan Van Ness exploring identity, self-love, mental health, and personal growth.",ai
699,Think Like an Artist by Alex Woolf,"An inspiring and creative guide by Alex Woolf examining the mindset, techniques, and philosophies of history's greatest visual artists and innovators.",ai
699,Cues: Master the Secret Language of Charismatic Communication by Vanessa Van Edwards,A practical communication guide by Vanessa Van Edwards decoding nonverbal body language and vocal cues to instantly boost personal charisma and presence.,ai
699,Why We Love: The New Science Behind Our Closest Relationships by Dr Anna Machin,"An evolutionary anthropology book by Dr. Anna Machin investigating the deep biological, neurological, and emotional drivers behind human romantic love.",ai
699,Trust and Inspire: How Truly Great Leaders Unleash Greatness in Others by Stephen M. R. Covey,"A visionary leadership book by Stephen M. R. Covey advocating for a shift from traditional command-and-control management to empowering, trust-based leadership models.",ai
699,"Indomitable: A Working Woman's Notes on Work, Life and Leadership by Arundhati Bhattacharya",An inspiring memoir and leadership guide by veteran banker Arundhati Bhattacharya sharing personal insights on navigating corporate challenges and gender barriers.,ai
699,Desperately Seeking Shah Rukh: India's Lonely Young Women and the Search for Intimacy and Independence by Shrayana Bhattacharya,"A sociological study by Shrayana Bhattacharya examining modern Indian women's aspirations, loneliness, and cultural fandom through the lens of actor Shah Rukh Khan.",ai
699,"Why Don't You Write Something I Might Read? Reading, Writing, and Arrhythmia by Suresh Menon","A delightful collection of literary reflections and essays by Suresh Menon celebrating the joys of reading, writing, and navigating life's rhythms.",ai
699,Trust No One: Inside the World of Deepfakes by Michael Grothaus,"A chilling investigative tech book by Michael Grothaus exploring the rise of hyper-realistic deepfakes, digital deception, and future cybersecurity threats.",ai
699,You Can't Be Serious by Kal Penn,"A witty, candid, and engaging memoir by actor and former White House staffer Kal Penn recounting his unconventional journey in Hollywood and politics.",ai
699,Science Comics: Whales: Diving into the Unknown by Casey Zakroff,"An educational and beautifully illustrated graphic novel by Casey Zakroff exploring the biology, behavior, and oceanic habitats of majestic whales.",ai
699,Fallen Idols: Twelve Statues That Made History by Alex Von Tunzelmann,A timely historical analysis by Alex Von Tunzelmann examining twelve controversial public monuments and what they reveal about changing political regimes and memory.,ai
699,The American Experiment: Dialogues on a Dream by David M. Rubenstein,"A curated collection of insightful interviews by David M. Rubenstein exploring the foundational ideals, challenges, and evolution of the American democratic dream.",ai
699,Maradona: The Boy. The Rebel. The God. by Guillem Balague,"A definitive and deeply researched biography by Guillem Balague tracking the turbulent life, brilliant athletic genius, and legacy of Diego Maradona.",ai
699,Human Frontiers: The Future of Big Ideas in an Age of Small Thinking by Michael Bhaskar,A thought-provoking book by Michael Bhaskar challenging modern short-termism and arguing for a return to ambitious innovation in science and society.,ai
699,Moonface's Story (The Magic Faraway Tree) by Emily Lamm,"A whimsical and magical children's story based on Enid Blyton's classic universe, following beloved characters on enchanting adventures up the Faraway Tree.",ai
80,Doctor Who: Arc of Infinity,An action-packed novelization of the classic television science fiction serial featuring the Fifth Doctor confronting an ancient enemy in Amsterdam.,ai
80,Writing With Power: Techniques for Mastering the Writing Process,A classic writing guide by Peter Elbow offering practical strategies and psychological insights to help writers overcome blocks and refine their craft.,ai
80,A Writer's Time: Making the Time to Write,"A valuable productivity guide for writers by Kenneth Atchity providing tactical frameworks for managing time, focus, and creative energy.",ai
80,The Smiths of Penrith,"A detailed historical and genealogical study chronicling the heritage, lineage, and lives of the Smith family from Penrith.",ai
80,Never,"A sweeping, high-stakes geopolitical thriller by Ken Follett exploring how a series of global crises could inadvertently push the world toward an unthinkable global war.",ai
80,The Invincible,"A philosophical and artistic exploration by Nicholas Roerich highlighting spiritual resilience, cultural preservation, and human endurance.",ai
80,How to Be a Fascist: A Manual,A provocative and razor-sharp satirical guide by Michela Murgia exposing the mechanics of authoritarianism and modern political manipulation.,ai
80,Nine-Patch Revolution: 20 Modern Quilt Projects,A creative quilting book featuring twenty contemporary pattern variations and innovative project designs based on the traditional nine-patch block.,ai
80,"You Can't Spell Truth Without Ruth: An Unauthorized Collection of Witty and Wise Quotes from the Queen of Supreme, Ruth Bader Ginsburg","An inspiring tribute book collecting memorable, witty, and powerful quotes from Supreme Court Justice Ruth Bader Ginsburg on law, equality, and life.",ai
80,More Magic For You,"A fascinating instructional magic guide by master illusionist P.C. Sorcar detailing classic stage tricks, sleight of hand, and performance techniques.",ai
80,The Blazing World,"A complex and intellectually rich contemporary novel by Siri Hustvedt exploring identity, gender politics, and the art world through the writings of an overlooked female artist.",ai
80,The Lincoln Motorcar Sixty Years of Excellence,"A comprehensive automotive history book detailing sixty years of luxury engineering, design evolution, and cultural legacy of Lincoln automobiles.",ai
80,Maya's Notebook,A gripping and atmospheric novel by Isabel Allende following a young runaway woman seeking refuge and redemption on a remote Chilean island.,ai
80,The Discourses of Epictetus,"A foundational Stoic philosophy text capturing the profound teachings of Epictetus on personal freedom, logic, and emotional resilience.",ai
80,Das Kapital,"A monumental economic and political treatise by Karl Marx analyzing the critique of capitalism, commodity production, and class struggle.",ai
80,Fundamentals of psychology,"An accessible educational textbook introducing foundational psychological theories, human behavior, cognitive development, and scientific research methods.",ai
80,The Virginia Experience,"An educational history and social studies book introducing young readers to the rich culture, historic landmarks, and heritage of Virginia.",ai
80,Double Indemnity,A quintessential noir crime novella by James M. Cain chronicling a doomed insurance agent entangled in an illicit affair and a murderous plot.,ai
80,The New Writer's Handbook 2007: A Practical Anthology of Best Advice for Your Craft and Career,"A comprehensive writer's guide featuring expert essays and practical advice on publishing, creative techniques, and navigating the literary industry.",ai
80,The Sum of Our Days: A Memoir,"A deeply personal and moving memoir by Isabel Allende recounting her family's triumphs, tragedies, and life lessons over a turbulent decade.",ai
80,The Catcher in the Rye,A classic coming-of-age novel by J. D. Salinger following the cynical and disillusioned teenager Holden Caulfield as he navigates alienation in New York City.,ai
80,New Vanguard 80: Chieftain Main Battle Tank 1965-2003,"A detailed military history book examining the design, combat deployment, and operational history of the British Chieftain main battle tank.",ai
80,Andrew Carnegie and the Age of Steel,An insightful historical biography exploring the rise of the American steel industry and industrialist Andrew Carnegie's profound economic impact.,ai
80,Unlock Your Creative Genius,A self-help guide offering psychological tools and cognitive strategies to overcome mental barriers and maximize personal creative potential.,ai
80,Club Dead,An entertaining urban fantasy novel by Charlaine Harris featuring telepathic cocktail waitress Sookie Stackhouse investigating supernatural disappearances at a vampire resort.,ai
80,The Writer's Sourcebook: From Writing Blocks to Writing Blockbusters,A creative writing guide utilizing depth psychology and therapeutic writing techniques to help authors conquer creative blocks and draft compelling stories.,ai
80,Toxic Feedback: Helping Writers Survive and Thrive,"A supportive guide for writers offering practical advice on how to receive, process, and benefit from editorial critique without losing creative confidence.",ai
80,The Muses Among Us: Eloquent Listening and Other Pleasures of the Writer's Craft,"A reflective and inspiring book on writing by Kim Robert Stafford celebrating the deep connections between listening, storytelling, and the creative life.",ai
80,Motivate Your Writing!: Using Motivational Psychology to Energize Your Writing Life,"A productivity handbook applying principles of behavioral psychology to help writers sustain motivation, build habits, and complete their projects.",ai
80,Silence,"A profound and haunting historical novel by Shusaku Endo exploring faith, persecution, and religious martyrdom among Jesuit missionaries in 17th-century Japan.",ai
626,Goldilocks and the Three Bears,A delightful and humorous children's picture book adaptation by James Marshall of the classic fairy tale featuring a mischievous young girl and a family of bears.,ai
626,Seek A guided Journey through the Old Testament,"An engaging spiritual study guide designed to help readers navigate and comprehend the historical, prophetic, and poetic texts of the Old Testament.",ai
